2057492020,9949,2010,0,"Minha coleção - 2057492020",0,1,1
1600165704,9985,277,0,"Minha coleção - 1600165704",0,1,1
779754494,10000,0,0,"Minha coleção - 779754494",0,1,1
1027453899,10000,0,0,"Minha coleção - 1027453899",0,1,1
1345260406,10000,1893,0,"Minha coleção - 1345260406",0,1,1
1651492309,10000,0,0,"Minha coleção - 1651492309",0,1,0
1668415509,9944,2100,0,"Minha coleção - 1668415509",0,1,1
956747300,10000,14,0,"Minha coleção - 956747300",0,1,1
1376093524,9995,355,0,"Minha coleção - 1376093524",0,1,1
1495444564,10000,209,0,"Minha coleção - 1495444564",0,1,1
1318601012,10000,0,0,"Minha coleção - 1318601012",0,1,1
1343495145,10000,195,0,"Minha coleção - 1343495145",0,1,1
1396874142,10000,0,0,"Minha coleção - 1396874142",0,1,1
6344499838,10000,0,0,"Minha coleção - 6344499838",0,1,1
7150318045,9993,1564,0,"Minha coleção - 7150318045",0,1,1
1173261796,9999,0,0,"Minha coleção - 1173261796",0,1,0
1021164941,10000,0,0,"Minha coleção - 1021164941",0,1,0
1866617055,9476,2172,0,"Minha coleção - 1866617055",0,1,1
1362058385,10000,397,0,"Minha coleção - 1362058385",0,1,0
1595581965,9994,0,0,"Minha coleção - 1595581965",0,1,0
733488703,9998,1290,0,"Minha coleção - 733488703",0,1,1
5362865694,10000,1106,0,"Minha coleção - 5362865694",0,1,1
6635568811,10000,133,0,"Minha coleção - 6635568811",0,1,0
6360494227,9996,0,0,"Minha coleção - 6360494227",0,1,0
1416843117,9994,0,0,"Minha coleção - 1416843117",0,1,1
982848391,9999,1071,0,"Minha coleção - 982848391",0,1,0
5830946275,9618,132,0,"Minha coleção - 5830946275",0,1,0
5745489521,10000,0,0,"Minha coleção - 5745489521",0,1,0
1343391456,9947,523,0,"Minha coleção - 1343391456",0,1,0
5401135608,10000,0,0,"Minha coleção - 5401135608",0,1,0
6076455533,10000,0,0,"Minha coleção - 6076455533",0,1,0
6689595377,10000,0,0,"Minha coleção - 6689595377",0,1,0
1403090006,9994,0,0,"Minha coleção - 1403090006",0,1,0
6938951445,10000,0,0,"Minha coleção - 6938951445",0,1,0
